College Name,District,Type,Branch,Category,Min Percentage (%),Approx Annual Fees,Hostel Facility,Hostel Fee
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Mechanical Engineering,NT-D,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Mechanical Engineering,VJ/DT,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Mechanical Engineering,TFWS,65.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,OPEN,60.0,"₹48,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,OBC,56.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,SC,50.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,ST,42.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,EWS,58.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,NT-A,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,NT-B,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,NT-C,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,NT-D,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,VJ/DT,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Civil Engineering,TFWS,65.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,OPEN,60.0,"₹48,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,OBC,56.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,SC,50.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,ST,42.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,EWS,58.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,NT-A,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,NT-B,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,NT-C,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,NT-D,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,VJ/DT,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Chemical Engineering,TFWS,65.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,OPEN,60.0,"₹48,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,OBC,56.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,SC,50.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,ST,42.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,EWS,58.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,NT-A,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,NT-B,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,NT-C,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,NT-D,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,VJ/DT,53.0,"₹24,000 / year",Yes (Boys Only),"₹35,000 / year"
"Anjuman Polytechnic, Nagpur",Nagpur,Private (Minority),Automobile Engineering,TFWS,65.0,"₹1,000 - ₹2,000 / year",Yes (Boys Only),"₹35,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,OPEN,74.0,"₹58,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,OBC,70.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,SC,64.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,ST,56.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,EWS,72.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,NT-A,67.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,NT-B,67.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,NT-C,67.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,NT-D,67.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,VJ/DT,67.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Computer Engineering,TFWS,79.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,OPEN,72.0,"₹58,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,OBC,68.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,SC,62.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,ST,54.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,EWS,70.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,NT-A,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,NT-B,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,NT-C,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,NT-D,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,VJ/DT,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Information Technology,TFWS,77.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,OPEN,72.0,"₹58,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,OBC,68.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,SC,62.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,ST,54.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,EWS,70.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,NT-A,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,NT-B,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,NT-C,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,NT-D,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,VJ/DT,65.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Artificial Intelligence & Data Science,TFWS,77.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,OPEN,68.0,"₹58,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,OBC,64.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,SC,58.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,ST,50.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,EWS,66.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,NT-A,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,NT-B,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,NT-C,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,NT-D,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,VJ/DT,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electronics & Telecommunication,TFWS,73.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,OPEN,68.0,"₹58,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,OBC,64.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,SC,58.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,ST,50.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,EWS,66.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,NT-A,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,NT-B,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,NT-C,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,NT-D,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,VJ/DT,61.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Electrical Engineering,TFWS,73.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,OPEN,66.0,"₹58,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,OBC,62.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,SC,56.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,ST,48.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,EWS,64.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,NT-A,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,NT-B,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,NT-C,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,NT-D,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,VJ/DT,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Mechanical Engineering,TFWS,71.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,OPEN,66.0,"₹58,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,OBC,62.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,SC,56.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,ST,48.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,EWS,64.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,NT-A,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,NT-B,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,NT-C,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,NT-D,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,VJ/DT,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Civil Engineering,TFWS,71.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,OPEN,66.0,"₹58,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,OBC,62.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,SC,56.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,ST,48.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,EWS,64.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,NT-A,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,NT-B,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,NT-C,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,NT-D,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,VJ/DT,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Chemical Engineering,TFWS,71.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,OPEN,66.0,"₹58,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,OBC,62.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,SC,56.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,ST,48.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,EWS,64.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,NT-A,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,NT-B,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
